rep,method,n,s,o,d,pct_covered,pct_width,sd_covered,sd_width,expected,thetahat,runtime
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NSBoot,500,0,0,2,0,0.03806937548144762,0,0.039791894594948474,0.9669197212205513,1.666813627254509,0.36300000000119326
1,ASEpar,500,0,0,2,1,0.046073023344236685,1,0.04878311993106599,0.9669197212205513,1.666813627254509,0.1069999999999709
1,ASEnonpar,500,0,0,2,1,0.04519688897400187,1,0.04188654245513668,0.9669197212205513,1.666813627254509,0.30099999999947613
1,SONNETpar,500,2,0,2,1,0.04906439287264652,1,0.04832944035878073,0.9669197212205513,1.666813627254509,0.09899999999834108
1,SONNETnonpar,500,2,0,2,0,0.030722745420180386,0,0.03648070526022251,0.9669197212205513,1.666813627254509,0.2919999999976426
1,SONNETpar,500,2,50,2,1,0.04867056021846683,1,0.045960119783690745,0.9669197212205513,1.666813627254509,0.07300000000032014
1,SONNETnonpar,500,2,50,2,0,0.044963682226152324,0,0.045789962268176776,0.9669197212205513,1.666813627254509,0.2929999999978463
1,SONNETpar,500,2,100,2,1,0.05020280841181024,1,0.05407953833017887,0.9669197212205513,1.666813627254509,0.0930000000007567
1,SONNETnonpar,500,2,100,2,0,0.04100398510628489,0,0.044636839948295925,0.9669197212205513,1.666813627254509,0.3140000000021246
1,SONNETpar,500,2,250,2,1,0.04228466325460489,1,0.04343414979814786,0.9669197212205513,1.666813627254509,0.10199999999895226
1,SONNETnonpar,500,2,250,2,1,0.04445250154562286,1,0.043141418445132196,0.9669197212205513,1.666813627254509,0.3809999999975844
1,SONNETpar,500,5,0,2,1,0.03389085614424503,1,0.03766504374042068,0.9669197212205513,1.666813627254509,0.06899999999950523
1,SONNETnonpar,500,5,0,2,0,0.03880477959932349,0,0.039095031028665295,0.9669197212205513,1.666813627254509,0.48699999999735155
1,SONNETpar,500,5,50,2,1,0.053291319326190245,1,0.05767969377248561,0.9669197212205513,1.666813627254509,0.07299999999668216
1,SONNETnonpar,500,5,50,2,0,0.03779843547295525,0,0.04212271086242203,0.9669197212205513,1.666813627254509,0.5509999999994761
1,SONNETpar,500,5,100,2,1,0.050588721861225316,1,0.055447140690602414,0.9669197212205513,1.666813627254509,0.08299999999871943
1,SONNETnonpar,500,5,100,2,0,0.04000515348018341,0,0.042747271272023823,0.9669197212205513,1.666813627254509,0.5859999999993306
1,SONNETpar,500,5,250,2,1,0.054718363850271734,1,0.057751216335314215,0.9669197212205513,1.666813627254509,0.147000000000844
1,SONNETnonpar,500,5,250,2,0,0.045256092072789134,0,0.04532016836282593,0.9669197212205513,1.666813627254509,0.6309999999975844
1,SONNETpar,500,10,0,2,1,0.04663702452789953,1,0.04827471673743555,0.9669197212205513,1.666813627254509,0.06799999999930151
1,SONNETnonpar,500,10,0,2,0,0.04485770539749512,0,0.04495475189687781,0.9669197212205513,1.666813627254509,0.6269999999967695
1,SONNETpar,500,10,50,2,1,0.07601731085061258,1,0.07646058228783748,0.9669197212205513,1.666813627254509,0.08500000000276486
1,SONNETnonpar,500,10,50,2,0,0.055255509395336744,0,0.05508852383027052,0.9669197212205513,1.666813627254509,0.8189999999995052
1,SONNETpar,500,10,100,2,1,0.06928646096197166,1,0.07745059194360382,0.9669197212205513,1.666813627254509,0.10900000000037835
1,SONNETnonpar,500,10,100,2,0,0.04874998990353341,0,0.05308861102725593,0.9669197212205513,1.666813627254509,0.9709999999977299
1,SONNETpar,500,10,250,2,1,0.04683756531252292,1,0.05058968852882728,0.9669197212205513,1.666813627254509,0.22899999999935972
1,SONNETnonpar,500,10,250,2,0,0.04826400720052182,0,0.0495095486191055,0.9669197212205513,1.666813627254509,1.2959999999984575
1,NSBoot,1000,0,0,2,0,0.025247666095848165,0,0.027810995798462468,0.9806836223174678,1.670906906906907,0.4330000000009022
1,ASEpar,1000,0,0,2,1,0.026466223807989797,1,0.03065224734906491,0.9806836223174678,1.670906906906907,0.32700000000113505
1,ASEnonpar,1000,0,0,2,0,0.02933320063707312,0,0.028247696514918985,0.9806836223174678,1.670906906906907,0.7230000000017753
1,SONNETpar,1000,2,0,2,1,0.029659131825691132,1,0.03097571737232796,0.9806836223174678,1.670906906906907,0.15899999999965075
