rep,method,n,s,o,d,pct_covered,pct_width,sd_covered,sd_width,expected,thetahat,runtime
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NSBoot,500,0,0,2,0,0.9720498853460722,0,1.0685189108161097,7.3379502980550635,1.6802805611222444,0.6239999999999952
1,ASEpar,500,0,0,2,1,2.0212994728504654,1,2.155377623030157,7.3379502980550635,1.6802805611222444,0.18999999999999773
1,ASEnonpar,500,0,0,2,1,1.4313033453381392,1,1.525960083395983,7.3379502980550635,1.6802805611222444,0.8659999999999997
1,SONNETpar,500,2,0,2,1,2.177526586086552,1,2.1370839468552614,7.3379502980550635,1.6802805611222444,0.16900000000001114
1,SONNETnonpar,500,2,0,2,0,0.8494575206212147,0,1.0316087047178826,7.3379502980550635,1.6802805611222444,0.8430000000000035
1,SONNETpar,500,2,50,2,1,1.8715818042119627,1,2.0595282727271993,7.3379502980550635,1.6802805611222444,0.12300000000000466
1,SONNETnonpar,500,2,50,2,0,1.0980120279712349,0,1.064774264441084,7.3379502980550635,1.6802805611222444,0.8709999999999951
1,SONNETpar,500,2,100,2,1,2.1687057084075727,1,2.193056538907128,7.3379502980550635,1.6802805611222444,0.13400000000000034
1,SONNETnonpar,500,2,100,2,0,1.1498128511870078,0,1.2251510834743158,7.3379502980550635,1.6802805611222444,0.7309999999999945
1,SONNETpar,500,2,250,2,1,1.9972741879255889,1,2.414167815077498,7.3379502980550635,1.6802805611222444,0.17300000000000182
1,SONNETnonpar,500,2,250,2,0,1.1803867806275754,0,1.2809783927297342,7.3379502980550635,1.6802805611222444,0.8239999999999981
1,SONNETpar,500,5,0,2,1,2.073255561136846,1,2.0959484950541007,7.3379502980550635,1.6802805611222444,0.11399999999999011
1,SONNETnonpar,500,5,0,2,0,0.48918415956897565,0,0.4943931034283029,7.3379502980550635,1.6802805611222444,0.8269999999999982
1,SONNETpar,500,5,50,2,1,3.030837339667796,1,3.22837885089963,7.3379502980550635,1.6802805611222444,0.125
1,SONNETnonpar,500,5,50,2,0,0.7386713608248101,0,0.7380200939068153,7.3379502980550635,1.6802805611222444,1.0910000000000082
1,SONNETpar,500,5,100,2,1,2.7537015162238614,1,2.9135633946931687,7.3379502980550635,1.6802805611222444,0.14300000000000068
1,SONNETnonpar,500,5,100,2,0,1.1406789871432421,0,1.0477170826214905,7.3379502980550635,1.6802805611222444,1.1129999999999995
1,SONNETpar,500,5,250,2,1,2.542669593894635,1,2.5553528605193128,7.3379502980550635,1.6802805611222444,0.2289999999999992
1,SONNETnonpar,500,5,250,2,0,1.1880838499423518,0,1.2402021358551867,7.3379502980550635,1.6802805611222444,1.5649999999999977
1,SONNETpar,500,10,0,2,1,2.4413753591746037,1,2.447623100846676,7.3379502980550635,1.6802805611222444,0.12599999999999056
1,SONNETnonpar,500,10,0,2,0,0.4460187173395922,0,0.423307007659651,7.3379502980550635,1.6802805611222444,1.1640000000000015
1,SONNETpar,500,10,50,2,1,3.8174526348843756,1,3.964696061790476,7.3379502980550635,1.6802805611222444,0.15200000000000102
1,SONNETnonpar,500,10,50,2,0,0.8113488530493203,0,0.7758213125156317,7.3379502980550635,1.6802805611222444,1.6439999999999912
1,SONNETpar,500,10,100,2,1,3.2450386231231994,1,3.4964898877434942,7.3379502980550635,1.6802805611222444,0.1740000000000066
1,SONNETnonpar,500,10,100,2,0,0.8882395731809369,0,0.9084443482840463,7.3379502980550635,1.6802805611222444,1.926000000000002
1,SONNETpar,500,10,250,2,1,2.4324261892506662,1,2.51751225141723,7.3379502980550635,1.6802805611222444,0.31799999999999784
1,SONNETnonpar,500,10,250,2,0,0.9416870746612895,0,1.0470910125851702,7.3379502980550635,1.6802805611222444,2.7319999999999993
1,NSBoot,1000,0,0,2,0,1.1716446203463509,0,1.2112853668878856,8.064072812200108,1.6731691691691692,0.8760000000000048
1,ASEpar,1000,0,0,2,1,1.4985108277429475,1,1.5692116912790262,8.064072812200108,1.6731691691691692,0.43600000000000705
1,ASEnonpar,1000,0,0,2,1,1.219623991542644,1,1.2358329454310333,8.064072812200108,1.6731691691691692,2.035999999999987
1,SONNETpar,1000,2,0,2,1,1.5459167815422736,1,1.490707669103763,8.064072812200108,1.6731691691691692,0.257000000000005
1,SONNETnonpar,1000,2,0,2,0,0.963270425031646,0,0.972034099117371,8.064072812200108,1.6731691691691692,1.402000000000001
1,SONNETpar,1000,2,100,2,1,1.492967076499558,1,1.483757246855336,8.064072812200108,1.6731691691691692,0.29599999999999227
1,SONNETnonpar,1000,2,100,2,0,1.1072822899884427,0,1.1267687035407956,8.064072812200108,1.6731691691691692,1.504000000000019
1,SONNETpar,1000,2,200,2,1,1.6083265157848814,1,1.5690844416233167,8.064072812200108,1.6731691691691692,0.3009999999999877
1,SONNETnonpar,1000,2,200,2,0,0.9640950543340914,0,1.065637163083398,8.064072812200108,1.6731691691691692,1.6990000000000123
1,SONNETpar,1000,2,500,2,1,1.3019083525821387,1,1.3093679364486057,8.064072812200108,1.6731691691691692,0.4449999999999932
1,SONNETnonpar,1000,2,500,2,0,1.2035491096695674,0,1.1686281223196477,8.064072812200108,1.6731691691691692,2.8729999999999905
1,SONNETpar,1000,5,0,2,1,1.5589324639844104,1,1.5056222281535279,8.064072812200108,1.6731691691691692,0.1839999999999975
1,SONNETnonpar,1000,5,0,2,0,0.5864692721330638,0,0.5741795871280377,8.064072812200108,1.6731691691691692,1.475999999999999
1,SONNETpar,1000,5,100,2,1,1.8366565916816437,1,1.9882851982202796,8.064072812200108,1.6731691691691692,0.23599999999999
1,SONNETnonpar,1000,5,100,2,0,0.8051353746747081,0,0.8342801790926817,8.064072812200108,1.6731691691691692,1.322999999999979
1,SONNETpar,1000,5,200,2,1,1.6908285409499264,1,1.8144827228465852,8.064072812200108,1.6731691691691692,0.30400000000000205
1,SONNETnonpar,1000,5,200,2,0,0.9296735701906353,0,1.0407613385483518,8.064072812200108,1.6731691691691692,1.9420000000000073
1,SONNETpar,1000,5,500,2,1,1.6901170048183332,1,1.8013319688089737,8.064072812200108,1.6731691691691692,0.6089999999999804
1,SONNETnonpar,1000,5,500,2,0,1.155270907307452,0,1.1732402978145409,8.064072812200108,1.6731691691691692,4.049000000000007
1,SONNETpar,1000,10,0,2,1,1.3887655403188486,1,1.4705178989541885,8.064072812200108,1.6731691691691692,0.18000000000000682
1,SONNETnonpar,1000,10,0,2,0,0.32466292302693045,0,0.31956384917728187,8.064072812200108,1.6731691691691692,1.7129999999999939
1,SONNETpar,1000,10,100,2,1,2.9013717355257,1,2.797915568918768,8.064072812200108,1.6731691691691692,0.25200000000000955
1,SONNETnonpar,1000,10,100,2,0,0.7552891122404644,0,0.8372407528295653,8.064072812200108,1.6731691691691692,2.313999999999993
1,SONNETpar,1000,10,200,2,1,2.6341622757511196,1,2.7279022223304628,8.064072812200108,1.6731691691691692,0.3410000000000082
1,SONNETnonpar,1000,10,200,2,0,1.0089869101739177,0,0.9264678966976376,8.064072812200108,1.6731691691691692,2.705999999999989
1,SONNETpar,1000,10,500,2,1,2.03572451276035,1,2.0523426942236647,8.064072812200108,1.6731691691691692,1.3029999999999973
1,SONNETnonpar,1000,10,500,2,0,1.1154976225152806,0,1.1627344767094403,8.064072812200108,1.6731691691691692,6.538999999999987
1,NSBoot,1500,0,0,2,1,0.9858811397432401,1,1.0433720312615655,8.348704880269228,1.682190793862575,1.7300000000000182
1,ASEpar,1500,0,0,2,1,1.277871335532275,1,1.4188584005401106,8.348704880269228,1.682190793862575,0.9140000000000157
1,ASEnonpar,1500,0,0,2,1,1.0043501317512442,1,1.0624796704567467,8.348704880269228,1.682190793862575,4.088000000000022
1,SONNETpar,1500,2,0,2,1,1.2763761199045778,1,1.3316176172562715,8.348704880269228,1.682190793862575,0.5180000000000007
1,SONNETnonpar,1500,2,0,2,0,0.9142691074465592,0,0.9497218228252331,8.348704880269228,1.682190793862575,2.5989999999999895
1,SONNETpar,1500,2,150,2,1,1.204312312945543,1,1.3496822909249433,8.348704880269228,1.682190793862575,0.5710000000000264
1,SONNETnonpar,1500,2,150,2,0,0.8828987376389552,0,0.9102864977791238,8.348704880269228,1.682190793862575,3.2319999999999993
1,SONNETpar,1500,2,300,2,1,1.2942218351315677,1,1.3783344309283763,8.348704880269228,1.682190793862575,0.6459999999999866
1,SONNETnonpar,1500,2,300,2,0,0.9521870963025911,0,1.0270818201833212,8.348704880269228,1.682190793862575,3.3310000000000173
1,SONNETpar,1500,2,750,2,1,1.2411386447564308,1,1.2556724923300893,8.348704880269228,1.682190793862575,1.214999999999975
1,SONNETnonpar,1500,2,750,2,1,1.1476802946505558,1,1.1909616149831255,8.348704880269228,1.682190793862575,4.782000000000011
1,SONNETpar,1500,5,0,2,1,1.3662023699026546,1,1.3674312148401455,8.348704880269228,1.682190793862575,0.2909999999999968
1,SONNETnonpar,1500,5,0,2,0,0.5236323992020289,0,0.5740278496988829,8.348704880269228,1.682190793862575,1.6620000000000061
1,SONNETpar,1500,5,150,2,1,1.5268772672896773,1,1.5951992899592442,8.348704880269228,1.682190793862575,0.40099999999998204
1,SONNETnonpar,1500,5,150,2,0,0.9448242076665476,0,0.9883189435617403,8.348704880269228,1.682190793862575,2.584000000000003
1,SONNETpar,1500,5,300,2,1,1.42787821351118,1,1.4981557748521785,8.348704880269228,1.682190793862575,0.5730000000000075
1,SONNETnonpar,1500,5,300,2,0,0.9313973262193098,0,0.9634650246573138,8.348704880269228,1.682190793862575,3.5260000000000105
1,SONNETpar,1500,5,750,2,1,1.6236111912259066,1,1.6359896339160933,8.348704880269228,1.682190793862575,1.7479999999999905
1,SONNETnonpar,1500,5,750,2,1,1.1388586606811746,1,1.192621661531578,8.348704880269228,1.682190793862575,7.334000000000003
1,SONNETpar,1500,10,0,2,1,1.4496051042104945,1,1.6143449537504848,8.348704880269228,1.682190793862575,0.2560000000000002
