rep,method,n,s,o,d,pct_covered,pct_width,sd_covered,sd_width,expected,thetahat,runtime
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NSBoot,500,0,0,2,0,0.9889004576754825,0,1.076716018057617,7.351459147644452,1.6772825651302605,0.2999999999956344
1,ASEpar,500,0,0,2,1,1.9483527938475564,1,1.8305584397531378,7.351459147644452,1.6772825651302605,0.0989999999947031
1,ASEnonpar,500,0,0,2,0,1.2267655644578124,0,1.313838010146215,7.351459147644452,1.6772825651302605,0.28699999999662396
1,SONNETpar,500,2,0,2,1,1.57271292906169,1,1.6708163244936909,7.351459147644452,1.6772825651302605,0.10599999999976717
1,SONNETnonpar,500,2,0,2,0,1.0263251167914653,0,1.1012313517710037,7.351459147644452,1.6772825651302605,0.27899999999499414
1,SONNETpar,500,2,50,2,1,1.6836315166886342,1,1.735781623302338,7.351459147644452,1.6772825651302605,0.07299999999668216
1,SONNETnonpar,500,2,50,2,0,1.1888710553067305,0,1.2566233956878108,7.351459147644452,1.6772825651302605,0.2889999999970314
1,SONNETpar,500,2,100,2,1,1.9398661618617332,1,2.190768225257248,7.351459147644452,1.6772825651302605,0.07700000000477303
1,SONNETnonpar,500,2,100,2,0,1.15831972717611,0,1.2008473739321825,7.351459147644452,1.6772825651302605,0.3179999999993015
1,SONNETpar,500,2,250,2,1,1.4307298921048712,1,1.4899008769468676,7.351459147644452,1.6772825651302605,0.09999999999854481
1,SONNETnonpar,500,2,250,2,0,1.219067854133968,0,1.2345229520730445,7.351459147644452,1.6772825651302605,0.36499999999796273
1,SONNETpar,500,5,0,2,1,1.9809467841800057,1,1.9390412758149838,7.351459147644452,1.6772825651302605,0.05799999999726424
1,SONNETnonpar,500,5,0,2,0,0.5018748755775224,0,0.5233823260429151,7.351459147644452,1.6772825651302605,0.4760000000023865
1,SONNETpar,500,5,50,2,1,2.1079473188571782,1,2.349032425530039,7.351459147644452,1.6772825651302605,0.06799999999930151
1,SONNETnonpar,500,5,50,2,0,0.7330380868775919,0,0.8082989148577475,7.351459147644452,1.6772825651302605,0.5279999999984284
1,SONNETpar,500,5,100,2,1,1.7584284139425321,1,2.1030143420784784,7.351459147644452,1.6772825651302605,0.08100000000558794
1,SONNETnonpar,500,5,100,2,0,0.9963622732428172,0,1.0785819665237302,7.351459147644452,1.6772825651302605,0.5449999999982538
1,SONNETpar,500,5,250,2,1,1.979701712213835,1,1.9267934719252402,7.351459147644452,1.6772825651302605,0.13999999999941792
1,SONNETnonpar,500,5,250,2,0,1.1306948439824192,0,1.2464622584086413,7.351459147644452,1.6772825651302605,0.635999999998603
1,SONNETpar,500,10,0,2,1,1.8637508840223127,1,1.8646153432834618,7.351459147644452,1.6772825651302605,0.0610000000015134
1,SONNETnonpar,500,10,0,2,0,0.4023537143565292,0,0.410266690295205,7.351459147644452,1.6772825651302605,0.6149999999979627
1,SONNETpar,500,10,50,2,1,3.411874946375745,1,3.3947647244174943,7.351459147644452,1.6772825651302605,0.07700000000477303
1,SONNETnonpar,500,10,50,2,0,0.8207905583043162,0,0.8569843635002474,7.351459147644452,1.6772825651302605,0.8139999999984866
1,SONNETpar,500,10,100,2,1,3.3006978699701097,1,3.380312694479099,7.351459147644452,1.6772825651302605,0.09900000000197906
1,SONNETnonpar,500,10,100,2,0,0.9156643156359836,0,0.9412457971395174,7.351459147644452,1.6772825651302605,0.9550000000017462
1,SONNETpar,500,10,250,2,1,2.0199453389111515,1,2.1523946886486875,7.351459147644452,1.6772825651302605,0.2139999999999418
1,SONNETnonpar,500,10,250,2,0,1.2939227078893039,0,1.3275416367769886,7.351459147644452,1.6772825651302605,1.0940000000045984
1,NSBoot,1000,0,0,2,0,1.0772639538468356,0,1.2213158523890701,8.07531419127867,1.6801261261261262,0.5269999999945867
1,ASEpar,1000,0,0,2,1,1.2985223324702497,1,1.2889933752817981,8.07531419127867,1.6801261261261262,0.30500000000029104
1,ASEnonpar,1000,0,0,2,1,1.0683502514901466,1,1.0939669238554517,8.07531419127867,1.6801261261261262,0.8029999999998836
1,SONNETpar,1000,2,0,2,1,1.4445636023829387,1,1.500613152862635,8.07531419127867,1.6801261261261262,0.17000000000552973
1,SONNETnonpar,1000,2,0,2,0,0.7347624501159231,0,0.8033254696793328,8.07531419127867,1.6801261261261262,0.5689999999958673
1,SONNETpar,1000,2,100,2,1,1.2263775746864223,1,1.3785653775333166,8.07531419127867,1.6801261261261262,0.1860000000015134
1,SONNETnonpar,1000,2,100,2,0,0.9566543609841407,0,1.0477384954417364,8.07531419127867,1.6801261261261262,0.6090000000040163
1,SONNETpar,1000,2,200,2,1,1.4280152263953578,1,1.4882338749730595,8.07531419127867,1.6801261261261262,0.21600000000034925
1,SONNETnonpar,1000,2,200,2,0,0.9415445883684015,0,1.0170482223991453,8.07531419127867,1.6801261261261262,0.680000000000291
1,SONNETpar,1000,2,500,2,1,1.4311628429501697,1,1.6496222258295354,8.07531419127867,1.6801261261261262,0.3059999999968568
1,SONNETnonpar,1000,2,500,2,0,0.9756226642682044,0,1.0841810248893555,8.07531419127867,1.6801261261261262,0.9360000000015134
1,SONNETpar,1000,5,0,2,1,1.5309606180203499,1,1.5318995920866607,8.07531419127867,1.6801261261261262,0.10599999999976717
1,SONNETnonpar,1000,5,0,2,0,0.5108617685317487,0,0.5336636572862936,8.07531419127867,1.6801261261261262,0.728000000002794
1,SONNETpar,1000,5,100,2,1,2.0392897934486784,1,1.9753756526256936,8.07531419127867,1.6801261261261262,0.14699999999720603
1,SONNETnonpar,1000,5,100,2,0,0.7258067104640125,0,0.7736957487774809,8.07531419127867,1.6801261261261262,0.7260000000023865
1,SONNETpar,1000,5,200,2,1,1.7316374469567304,1,1.8363414710740606,8.07531419127867,1.6801261261261262,0.20500000000174623
1,SONNETnonpar,1000,5,200,2,0,0.8291540264594115,0,0.934280966977445,8.07531419127867,1.6801261261261262,0.9490000000005239
1,SONNETpar,1000,5,500,2,1,1.4938957961927422,1,1.6215065777940225,8.07531419127867,1.6801261261261262,0.4570000000021537
1,SONNETnonpar,1000,5,500,2,0,0.9312268120460416,0,0.9692605354240413,8.07531419127867,1.6801261261261262,2.3800000000046566
1,SONNETpar,1000,10,0,2,1,1.3779949354151704,1,1.5646466701636612,8.07531419127867,1.6801261261261262,0.0930000000007567
1,SONNETnonpar,1000,10,0,2,0,0.3178206793228622,0,0.3267386896183577,8.07531419127867,1.6801261261261262,0.830999999998312
1,SONNETpar,1000,10,100,2,1,1.996505073093065,1,2.37331358451011,8.07531419127867,1.6801261261261262,0.13899999999557622
1,SONNETnonpar,1000,10,100,2,0,0.7768917220361855,0,0.8085185770948176,8.07531419127867,1.6801261261261262,1.3000000000029104
1,SONNETpar,1000,10,200,2,1,2.5715420105502957,1,2.6737281824133667,8.07531419127867,1.6801261261261262,0.23099999999976717
1,SONNETnonpar,1000,10,200,2,0,0.8779444100353047,0,0.9300201919735134,8.07531419127867,1.6801261261261262,1.2750000000014552
